species,age,year,area,depth_bin,temperature,std_err,samp_size
petrale sole,14,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
petrale sole,14,2011,ECV,<=183m,7.414305625,0.037214062623625,160
petrale sole,14,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
petrale sole,14,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
petrale sole,14,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
petrale sole,14,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
petrale sole,14,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
petrale sole,14,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
petrale sole,14,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
petrale sole,15,1977,ECV,<=183m,-9,-9,4
petrale sole,15,1980,ECV,<=183m,-9,-9,4
petrale sole,15,1983,ECV,<=183m,9,0.276385399196283,9
petrale sole,15,1984,ECV,<=183m,-9,-9,2
petrale sole,15,1986,ECV,<=183m,7.24375,0.128766180213077,16
petrale sole,15,1988,ECV,<=183m,-9,-9,0
petrale sole,15,1989,ECV,<=183m,-9,-9,1
petrale sole,15,1990,ECV,<=183m,-9,-9,0
petrale sole,15,1991,ECV,<=183m,-9,-9,0
petrale sole,15,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
petrale sole,15,1993,ECV,<=183m,-9,-9,0
petrale sole,15,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
petrale sole,15,1996,ECV,<=183m,-9,-9,1
petrale sole,15,1997,ECV,<=183m,-9,-9,0
petrale sole,15,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
petrale sole,15,1999,ECV,<=183m,-9,-9,0
petrale sole,15,2000,ECV,<=183m,-9,-9,0
petrale sole,15,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
petrale sole,15,2002,ECV,<=183m,-9,-9,0
petrale sole,15,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
petrale sole,15,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
petrale sole,15,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
petrale sole,15,2006,ECV,<=183m,7.577388125,0.036694994360831,160
petrale sole,15,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
petrale sole,15,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
petrale sole,15,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
petrale sole,15,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
petrale sole,15,2011,ECV,<=183m,7.414305625,0.037214062623625,160
petrale sole,15,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
petrale sole,15,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
petrale sole,15,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
petrale sole,15,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
petrale sole,15,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
petrale sole,15,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
petrale sole,15,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,0,1977,Monterey,<=183m,9.21428571428571,0.272323567817214,14
lingcod,0,1980,Monterey,<=183m,-9,-9,1
lingcod,0,1983,Monterey,<=183m,9.8,0.248997991959775,5
lingcod,0,1984,Monterey,<=183m,-9,-9,0
lingcod,0,1986,Monterey,<=183m,-9,-9,0
lingcod,0,1988,Monterey,<=183m,-9,-9,0
lingcod,0,1989,Monterey,<=183m,-9,-9,0
lingcod,0,1990,Monterey,<=183m,-9,-9,0
lingcod,0,1991,Monterey,<=183m,-9,-9,0
lingcod,0,1992,Monterey,<=183m,9.046875,0.048772094868923,32
lingcod,0,1993,Monterey,<=183m,-9,-9,0
lingcod,0,1995,Monterey,<=183m,8.29375,0.046432725354764,32
lingcod,0,1996,Monterey,<=183m,-9,-9,0
lingcod,0,1997,Monterey,<=183m,-9,-9,0
lingcod,0,1998,Monterey,<=183m,9.14871794871795,0.089297135107185,39
lingcod,0,1999,Monterey,<=183m,-9,-9,0
lingcod,0,2000,Monterey,<=183m,-9,-9,0
lingcod,0,2001,Monterey,<=183m,8.21153846153846,0.056390542283957,52
lingcod,0,2002,Monterey,<=183m,-9,-9,0
lingcod,0,2003,Monterey,<=183m,9.13247906976744,0.080337060878454,43
lingcod,0,2004,Monterey,<=183m,8.77489142857143,0.066377157768839,105
lingcod,0,2005,Monterey,<=183m,9.14929,0.06209222073978,70
lingcod,0,2006,Monterey,<=183m,9.07644262295082,0.089714687725952,61
lingcod,0,2007,Monterey,<=183m,8.94048965517241,0.090254380896219,58
lingcod,0,2008,Monterey,<=183m,9.20365571428571,0.128022223640677,70
lingcod,0,2009,Monterey,<=183m,9.29720338983051,0.056391332580609,59
lingcod,0,2010,Monterey,<=183m,8.73092794117647,0.087142896503885,68
lingcod,0,2011,Monterey,<=183m,9.02493698630137,0.077869757263632,73
lingcod,0,2012,Monterey,<=183m,9.23027083333333,0.086752050244282,72
lingcod,0,2013,Monterey,<=183m,8.53709272727273,0.100682983287146,55
lingcod,0,2014,Monterey,<=183m,9.51737619047619,0.128684363127138,63
lingcod,0,2015,Monterey,<=183m,9.89090149253731,0.146431754997055,67
lingcod,0,2016,Monterey,<=183m,9.04906166666667,0.096578212737963,60
lingcod,0,2017,Monterey,<=183m,9.05836470588235,0.104964732034931,51
lingcod,0,2018,Monterey,<=183m,9.06003064516129,0.082792506775389,62
lingcod,1,1977,Monterey,<=183m,9.21428571428571,0.272323567817214,14
lingcod,1,1980,Monterey,<=183m,-9,-9,1
lingcod,1,1983,Monterey,<=183m,9.8,0.248997991959775,5
lingcod,1,1984,Monterey,<=183m,-9,-9,0
lingcod,1,1986,Monterey,<=183m,-9,-9,0
lingcod,1,1988,Monterey,<=183m,-9,-9,0
lingcod,1,1989,Monterey,<=183m,-9,-9,0
lingcod,1,1990,Monterey,<=183m,-9,-9,0
lingcod,1,1991,Monterey,<=183m,-9,-9,0
lingcod,1,1992,Monterey,<=183m,9.046875,0.048772094868923,32
lingcod,1,1993,Monterey,<=183m,-9,-9,0
lingcod,1,1995,Monterey,<=183m,8.29375,0.046432725354764,32
lingcod,1,1996,Monterey,<=183m,-9,-9,0
lingcod,1,1997,Monterey,<=183m,-9,-9,0
lingcod,1,1998,Monterey,<=183m,9.14871794871795,0.089297135107185,39
lingcod,1,1999,Monterey,<=183m,-9,-9,0
lingcod,1,2000,Monterey,<=183m,-9,-9,0
lingcod,1,2001,Monterey,<=183m,8.21153846153846,0.056390542283957,52
lingcod,1,2002,Monterey,<=183m,-9,-9,0
lingcod,1,2003,Monterey,<=183m,9.13247906976744,0.080337060878454,43
lingcod,1,2004,Monterey,<=183m,8.77489142857143,0.066377157768839,105
lingcod,1,2005,Monterey,<=183m,9.14929,0.06209222073978,70
lingcod,1,2006,Monterey,<=183m,9.07644262295082,0.089714687725952,61
lingcod,1,2007,Monterey,<=183m,8.94048965517241,0.090254380896219,58
lingcod,1,2008,Monterey,<=183m,9.20365571428571,0.128022223640677,70
lingcod,1,2009,Monterey,<=183m,9.29720338983051,0.056391332580609,59
lingcod,1,2010,Monterey,<=183m,8.73092794117647,0.087142896503885,68
lingcod,1,2011,Monterey,<=183m,9.02493698630137,0.077869757263632,73
lingcod,1,2012,Monterey,<=183m,9.23027083333333,0.086752050244282,72
lingcod,1,2013,Monterey,<=183m,8.53709272727273,0.100682983287146,55
lingcod,1,2014,Monterey,<=183m,9.51737619047619,0.128684363127138,63
lingcod,1,2015,Monterey,<=183m,9.89090149253731,0.146431754997055,67
lingcod,1,2016,Monterey,<=183m,9.04906166666667,0.096578212737963,60
lingcod,1,2017,Monterey,<=183m,9.05836470588235,0.104964732034931,51
lingcod,1,2018,Monterey,<=183m,9.06003064516129,0.082792506775389,62
lingcod,2,1977,ECV,<=183m,-9,-9,4
lingcod,2,1980,ECV,<=183m,-9,-9,4
lingcod,2,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,2,1984,ECV,<=183m,-9,-9,2
lingcod,2,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,2,1988,ECV,<=183m,-9,-9,0
lingcod,2,1989,ECV,<=183m,-9,-9,1
lingcod,2,1990,ECV,<=183m,-9,-9,0
lingcod,2,1991,ECV,<=183m,-9,-9,0
lingcod,2,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,2,1993,ECV,<=183m,-9,-9,0
lingcod,2,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,2,1996,ECV,<=183m,-9,-9,1
lingcod,2,1997,ECV,<=183m,-9,-9,0
lingcod,2,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,2,1999,ECV,<=183m,-9,-9,0
lingcod,2,2000,ECV,<=183m,-9,-9,0
lingcod,2,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,2,2002,ECV,<=183m,-9,-9,0
lingcod,2,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,2,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,2,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,2,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,2,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,2,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,2,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,2,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,2,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,2,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,2,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,2,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,2,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,2,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,2,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,2,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,3,1977,ECV,<=183m,-9,-9,4
lingcod,3,1980,ECV,<=183m,-9,-9,4
lingcod,3,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,3,1984,ECV,<=183m,-9,-9,2
lingcod,3,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,3,1988,ECV,<=183m,-9,-9,0
lingcod,3,1989,ECV,<=183m,-9,-9,1
lingcod,3,1990,ECV,<=183m,-9,-9,0
lingcod,3,1991,ECV,<=183m,-9,-9,0
lingcod,3,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,3,1993,ECV,<=183m,-9,-9,0
lingcod,3,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,3,1996,ECV,<=183m,-9,-9,1
lingcod,3,1997,ECV,<=183m,-9,-9,0
lingcod,3,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,3,1999,ECV,<=183m,-9,-9,0
lingcod,3,2000,ECV,<=183m,-9,-9,0
lingcod,3,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,3,2002,ECV,<=183m,-9,-9,0
lingcod,3,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,3,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,3,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,3,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,3,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,3,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,3,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,3,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,3,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,3,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,3,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,3,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,3,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,3,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,3,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,3,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,4,1977,ECV,<=183m,-9,-9,4
lingcod,4,1980,ECV,<=183m,-9,-9,4
lingcod,4,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,4,1984,ECV,<=183m,-9,-9,2
lingcod,4,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,4,1988,ECV,<=183m,-9,-9,0
lingcod,4,1989,ECV,<=183m,-9,-9,1
lingcod,4,1990,ECV,<=183m,-9,-9,0
lingcod,4,1991,ECV,<=183m,-9,-9,0
lingcod,4,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,4,1993,ECV,<=183m,-9,-9,0
lingcod,4,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,4,1996,ECV,<=183m,-9,-9,1
lingcod,4,1997,ECV,<=183m,-9,-9,0
lingcod,4,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,4,1999,ECV,<=183m,-9,-9,0
lingcod,4,2000,ECV,<=183m,-9,-9,0
lingcod,4,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,4,2002,ECV,<=183m,-9,-9,0
lingcod,4,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,4,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,4,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,4,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,4,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,4,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,4,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,4,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,4,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,4,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,4,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,4,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,4,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,4,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,4,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,4,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,5,1977,ECV,<=183m,-9,-9,4
lingcod,5,1980,ECV,<=183m,-9,-9,4
lingcod,5,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,5,1984,ECV,<=183m,-9,-9,2
lingcod,5,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,5,1988,ECV,<=183m,-9,-9,0
lingcod,5,1989,ECV,<=183m,-9,-9,1
lingcod,5,1990,ECV,<=183m,-9,-9,0
lingcod,5,1991,ECV,<=183m,-9,-9,0
lingcod,5,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,5,1993,ECV,<=183m,-9,-9,0
lingcod,5,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,5,1996,ECV,<=183m,-9,-9,1
lingcod,5,1997,ECV,<=183m,-9,-9,0
lingcod,5,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,5,1999,ECV,<=183m,-9,-9,0
lingcod,5,2000,ECV,<=183m,-9,-9,0
lingcod,5,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,5,2002,ECV,<=183m,-9,-9,0
lingcod,5,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,5,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,5,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,5,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,5,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,5,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,5,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,5,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,5,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,5,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,5,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,5,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,5,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,5,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,5,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,5,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,6,1977,ECV,<=183m,-9,-9,4
lingcod,6,1980,ECV,<=183m,-9,-9,4
lingcod,6,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,6,1984,ECV,<=183m,-9,-9,2
lingcod,6,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,6,1988,ECV,<=183m,-9,-9,0
lingcod,6,1989,ECV,<=183m,-9,-9,1
lingcod,6,1990,ECV,<=183m,-9,-9,0
lingcod,6,1991,ECV,<=183m,-9,-9,0
lingcod,6,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,6,1993,ECV,<=183m,-9,-9,0
lingcod,6,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,6,1996,ECV,<=183m,-9,-9,1
lingcod,6,1997,ECV,<=183m,-9,-9,0
lingcod,6,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,6,1999,ECV,<=183m,-9,-9,0
lingcod,6,2000,ECV,<=183m,-9,-9,0
lingcod,6,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,6,2002,ECV,<=183m,-9,-9,0
lingcod,6,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,6,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,6,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,6,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,6,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,6,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,6,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,6,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,6,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,6,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,6,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,6,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,6,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,6,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,6,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,6,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,7,1977,ECV,<=183m,-9,-9,4
lingcod,7,1980,ECV,<=183m,-9,-9,4
lingcod,7,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,7,1984,ECV,<=183m,-9,-9,2
lingcod,7,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,7,1988,ECV,<=183m,-9,-9,0
lingcod,7,1989,ECV,<=183m,-9,-9,1
lingcod,7,1990,ECV,<=183m,-9,-9,0
lingcod,7,1991,ECV,<=183m,-9,-9,0
lingcod,7,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,7,1993,ECV,<=183m,-9,-9,0
lingcod,7,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,7,1996,ECV,<=183m,-9,-9,1
lingcod,7,1997,ECV,<=183m,-9,-9,0
lingcod,7,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,7,1999,ECV,<=183m,-9,-9,0
lingcod,7,2000,ECV,<=183m,-9,-9,0
lingcod,7,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,7,2002,ECV,<=183m,-9,-9,0
lingcod,7,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,7,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,7,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,7,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,7,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,7,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,7,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,7,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,7,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,7,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,7,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,7,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,7,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,7,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,7,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,7,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,8,1977,ECV,<=183m,-9,-9,4
lingcod,8,1980,ECV,<=183m,-9,-9,4
lingcod,8,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,8,1984,ECV,<=183m,-9,-9,2
lingcod,8,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,8,1988,ECV,<=183m,-9,-9,0
lingcod,8,1989,ECV,<=183m,-9,-9,1
lingcod,8,1990,ECV,<=183m,-9,-9,0
lingcod,8,1991,ECV,<=183m,-9,-9,0
lingcod,8,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,8,1993,ECV,<=183m,-9,-9,0
lingcod,8,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,8,1996,ECV,<=183m,-9,-9,1
lingcod,8,1997,ECV,<=183m,-9,-9,0
lingcod,8,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,8,1999,ECV,<=183m,-9,-9,0
lingcod,8,2000,ECV,<=183m,-9,-9,0
lingcod,8,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,8,2002,ECV,<=183m,-9,-9,0
lingcod,8,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,8,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,8,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,8,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,8,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,8,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,8,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,8,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,8,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,8,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,8,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,8,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,8,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,8,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,8,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,8,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,9,1977,ECV,<=183m,-9,-9,4
lingcod,9,1980,ECV,<=183m,-9,-9,4
lingcod,9,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,9,1984,ECV,<=183m,-9,-9,2
lingcod,9,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,9,1988,ECV,<=183m,-9,-9,0
lingcod,9,1989,ECV,<=183m,-9,-9,1
lingcod,9,1990,ECV,<=183m,-9,-9,0
lingcod,9,1991,ECV,<=183m,-9,-9,0
lingcod,9,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,9,1993,ECV,<=183m,-9,-9,0
lingcod,9,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,9,1996,ECV,<=183m,-9,-9,1
lingcod,9,1997,ECV,<=183m,-9,-9,0
lingcod,9,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,9,1999,ECV,<=183m,-9,-9,0
lingcod,9,2000,ECV,<=183m,-9,-9,0
lingcod,9,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,9,2002,ECV,<=183m,-9,-9,0
lingcod,9,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,9,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,9,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,9,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,9,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,9,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,9,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
lingcod,9,2010,ECV,<=183m,7.33969830508475,0.046066109733959,177
lingcod,9,2011,ECV,<=183m,7.414305625,0.037214062623625,160
lingcod,9,2012,ECV,<=183m,7.36671610738255,0.050297950970378,149
lingcod,9,2013,ECV,<=183m,7.28873274336283,0.057346060211217,113
lingcod,9,2014,ECV,<=183m,7.72704268292683,0.072266144667929,164
lingcod,9,2015,ECV,<=183m,7.84908846153846,0.068227262845114,156
lingcod,9,2016,ECV,<=183m,7.4868896969697,0.0391472118211,165
lingcod,9,2017,ECV,<=183m,7.71668536585366,0.05850344544569,164
lingcod,9,2018,ECV,<=183m,7.71284836601307,0.044827630603437,153
lingcod,10,1977,ECV,<=183m,-9,-9,4
lingcod,10,1980,ECV,<=183m,-9,-9,4
lingcod,10,1983,ECV,<=183m,9,0.276385399196283,9
lingcod,10,1984,ECV,<=183m,-9,-9,2
lingcod,10,1986,ECV,<=183m,7.24375,0.128766180213077,16
lingcod,10,1988,ECV,<=183m,-9,-9,0
lingcod,10,1989,ECV,<=183m,-9,-9,1
lingcod,10,1990,ECV,<=183m,-9,-9,0
lingcod,10,1991,ECV,<=183m,-9,-9,0
lingcod,10,1992,ECV,<=183m,7.72857142857143,0.092131884831311,28
lingcod,10,1993,ECV,<=183m,-9,-9,0
lingcod,10,1995,ECV,<=183m,7.28333333333333,0.031198108082666,114
lingcod,10,1996,ECV,<=183m,-9,-9,1
lingcod,10,1997,ECV,<=183m,-9,-9,0
lingcod,10,1998,ECV,<=183m,7.64511278195489,0.039339299725128,133
lingcod,10,1999,ECV,<=183m,-9,-9,0
lingcod,10,2000,ECV,<=183m,-9,-9,0
lingcod,10,2001,ECV,<=183m,7.06717557251908,0.033567361536623,131
lingcod,10,2002,ECV,<=183m,-9,-9,0
lingcod,10,2003,ECV,<=183m,7.26591925925926,0.052609247532367,135
lingcod,10,2004,ECV,<=183m,7.52690603448276,0.029384664208765,232
lingcod,10,2005,ECV,<=183m,7.60085777777778,0.046240750728177,180
lingcod,10,2006,ECV,<=183m,7.577388125,0.036694994360831,160
lingcod,10,2007,ECV,<=183m,7.2286064516129,0.040124481664395,186
lingcod,10,2008,ECV,<=183m,7.37326516129032,0.064293818760332,155
lingcod,10,2009,ECV,<=183m,7.43708333333333,0.061522975573645,156
